raceId,driverId,constructorId,grid,positionOrder,top3,year,round,circuitId,driver_nationality,driver_age,constructor_nationality,quali_position
34,5,1,5,18,0,2008,17,17,Finnish,27.000684462696782,British,5.0
34,16,10,19,19,0,2008,17,17,German,25.77138945927447,Indian,19.0
34,15,7,7,20,0,2008,17,17,Italian,34.26967830253251,Japanese,9.0
35,13,6,1,1,1,2008,18,18,Brazilian,27.523613963039015,Italian,1.0
35,4,4,6,2,1,2008,18,18,Spanish,27.263518138261464,French,6.0
35,8,6,3,3,1,2008,18,18,Finnish,29.045859000684462,Italian,3.0
35,20,5,7,4,0,2008,18,18,German,21.336071184120467,Italian,7.0
35,1,1,4,5,0,2008,18,18,British,23.81930184804928,British,4.0
35,10,7,10,6,0,2008,18,18,German,26.628336755646817,Japanese,10.0
35,5,1,5,7,0,2008,18,18,Finnish,27.039014373716633,British,5.0
35,15,7,2,8,0,2008,18,18,Italian,34.30800821355236,Japanese,2.0
35,17,9,12,9,0,2008,18,18,Australian,32.18343600273785,Austrian,12.0
